Title,Author,ISBN Valid,Publisher,Subjects,i,Subjects_fine
La ville de Morges /,Paul Bissegger,3909164668; 9783909164660,IRL Imprimeries Réunies Lausanne; Wiese,denkmal; kunst und kultur; kunstgeschichte; monuments historiques lausanne suisse vd; schweiz; waadt,3086,denkmal; kunst und kultur; kunstgeschichte; monument historique morges suisse vd; schweiz; waadt
Rolle et son district /,Paul Bissegger,9783037970294; 3037970294,Société d'histoire de l'art en Suisse,denkmal; kunst und kultur; kunstgeschichte; lausanne suisse vd; monuments historiques; monuments historiques lausanne suisse vd; schweiz; waadt,3087,denkmal; kunst und kultur; kunstgeschichte; monument historique rolle suisse district vd; monuments historiques; rolle suisse district vd; schweiz; waadt
"Les chapelles de l'Eglise libre vaudoise : histoire architecturale, 1847-1965 /",Dave Lüthi,2884541187; 9782884541183,Bibliothèque historique vaudoise,,3088,
Le catholicisme au défi de la modernité : l'histoire sociale des catholiques suisses aux XIXe et XXe siècles /,Urs Altermatt,9782889500185; 2889500187,Livreo-Alphil,banques suisse 20e siecle; eglise catholique; mouvement social suisse 20e s fin; politique sociale suisse 19e s fin 21e s debut,3089,catholicisme social suisse 19e siecle; catholicisme social suisse 20e siecle; eglise catholique suisse 19e siecle; eglise catholique suisse 20e siecle
"Heimatstil : Reformarchitektur in der Schweiz, 1896-1914 /",Elisabeth Crettaz-Stürzel,3719313859; 9783719313852,Huber,maison rurale vaud suisse,3090,architecture suisse heimatstil
"Le Heimatschutz, une ligue pour la beauté : esthétique et conscience culturelle au début du siècle en Suisse /",Diana Le Dinh,,Section d'histoire Université de Lausanne,suisse origines 20e s,3091,ligue suisse du patrimoine national suisse 20e s debut; patrimoine conservation suisse 20e s debut
S'entraîner à l'entretien de recrutement (même à la dernière minute !)  : [60 exercices inédits pour réussir 60 minutes d'entretien !] /,Claude d' Estais,9782212567038; 2212567030,Eyrolles,entretiens de recrutement; guides pratiques,3092,entretiens de recrutement; guides pratiques
Je ne suis pas viril /,Ben Névert,9782412069387; 2412069387,First,masculinite; psychologie histoire; recits personnels,3093,homme psychologie; masculinite; recits personnels
Le droit privé vaudois de la propriété foncière : délimité par la législation fédérale et comparé à d'autres droits cantonaux /,Denis Piotet,2601030909; 9782601030907,Payot,bundesrecht; droit suisse; einburgerung; excavations archaeology; grundeigentum; grundlagenwerk; grundrecht; kantonales recht; nachbarrecht; propriete fonciere; rechtsquelle; schweiz; waadt,3094,ausgrabung; besonnung; bundesrecht; droit cantonal propriete fonciere droit prive suisse; einfriedung; erdarbeit; gebaudeabstand; grenzabstand; grenzgemeinschaft; grundeigentum; grundlagenwerk; hohe der baute; kantonales recht; mauer; nachbarrecht; propriete fonciere droit prive vaud suisse; schweiz; terrainveranderung; waadt; wegrecht; zutrittsrechtsachenrecht
Ayurvéda cuisine pour tous les jours : les principes de l'ayurvéda appliqués à la cuisine du quotidien /,Archcena 19..-.... Nagalingam,9782383381488; 2383381489,La Plage,ayurveda,3095,ayurveda
L'inconscient des animaux : une lecture freudienne /,Florence Burgat,9782021483086; 2021483088,Seuil,animaux histoire; comportement animal,3096,animaux psychologie; comportement animal philosophie
Pauvre folle : roman /,Chloé Delaume,9782021497724; 2021497720,Seuil,roman,3097,roman
Melancholia II /,Jon Fosse,2842421353; 9782842421359,Circé,,3098,
Matin et soir : roman /,Jon Fosse,9782842421588; 2842421582,Circé,,3099,
Misericordia /,Lídia.... Jorge,9791022612920,Éditions Métailié,etablissements medicosociaux; famille; roman,3100,etablissements medicosociaux; famille; roman
Les émigrants : quatre récits illustrés /,Winfried Georg Sebald,2742720286; 9782742720286,Leméac; Actes Sud,,3101,
Le prince foudroyé : la vie de Nicolas de Staël /,Laurent Greilsamer,2213595526; 9782213595528,Fayard,bouvier nicolas,3102,stael nicolas de biographie
"Mangeuses : histoire de celles qui dévorent, savourent ou se privent à l'excès /",Lauren Malka,9791025205952,Les Pérégrines,femmes dans la culture populaire,3103,femmes cuisine dans les representations sociales
Rendez-vous /,Martina Chyba,9782828920210; 2828920216,Favre,roman,3104,roman
Il y a quand même dans la rue des gens qui passent /,Robert.... Bober,9782818058916; 2818058910,POL,,3105,
Essai philosophique sur la qualification juridique : de la subsomption à l'abduction : l'exemple du droit international privé /,Alain Papaux,,Impr Chabloz; Schulthess et autres,allgemeine rechtslehre; analogie; droit international; gesetzmassigkeit; internationales privatrecht; philosophie du droit manuel; rechtsnatur; rechtsphilosophie; wille,3106,abduction logique droit international prive philosophie du droit; allgemeine rechtslehre; analogie; droit international prive philosophie du droit; gesetzmassigkeit; internationales privatrecht; rechtsnatur; rechtsphilosophie; wille
Juristische Methoden für Dummies /,Werner F. König,9783527711222; 3527711228,Wiley-VCH,deutschland; lehrmittel; rechtsmethodik; rechtswissenschaft,3107,deutschland; einfuhrung in die rechtswissenschaft; lehrmittel; rechtsmethodik
Ecosse : 2022/23,,9782017129332; 201712933X,Hachette Tourisme,grandebretagne; guides touristiques et de visite,3108,ecosse grandebretagne; guides touristiques et de visite
"Angleterre, Pays de Galles : sans Londres : 2021/22",,9782017871286; 2017871281,Hachette,angleterre grandebretagne; guides touristiques et de visite,3109,angleterre grandebretagne; guides touristiques et de visite
Un été avec Homère /,Sylvain Tesson,9782849905500; 284990550X,Ed des Equateurs,,3110,
Ecosse /,Isabel‏ Albiston,9782816193169; 2816193160,Lonely Planet,grandebretagne; guides touristiques et de visite,3111,ecosse grandebretagne; guides touristiques et de visite
Les années /,Annie Ernaux,9782070402472; 2070402479,Gallimard,recits personnels,3112,recits personnels
Temps et récit /,Paul Ricoeur,2020063727; 9782020063722; 9782020069632; 2020069636; 9782020089814; 2020089815,Seuil,histoire discipline; litterature recit,3113,histoire discipline historicite temporalite temps duree; litterature recit temps duree; recit
Anna Karénine /,Lev Nikolaevich Tolstoĭ,,P-V Stock,,3114,
"Normandie, Cotentin : îles Anglo-Normandes",,9782067257306; 2067257307,Michelin,guides touristiques et de visite; normandie france,3115,bassenormandie france; cotentin france; guides touristiques et de visite
Dictionnaire amoureux du Japon /,Richard Collasse,9782259243445; 2259243444,Plon,dictionnaires; japon,3116,dictionnaires; japon
Un bref instant de splendeur : roman /,Ocean Vuong,9782072835964; 2072835968,Gallimard,,3117,
La vie de société dans le Pays de Vaud à la fin du XVIIIe siècle : Salomon et Catherine de Charrière de Sévery et leurs amis /,William de Charrière de Sévery,,Ed Slatkine,charriere de severy catherine; charriere de severy salomon; vaud suisse 18e s fin; vie culturelle vaud suisse 18e s fin,3118,charriere de severy catherine; charriere de severy salomon; vaud suisse 18e s fin; vie culturelle vaud suisse 18e s fin; vie mondaine vaud suisse 18e s fin
"Le manuscrit des ""Six âges du monde"" : généalogie d’une lutte contre le diable de la Création à l’Apocalypse /",Stève Bobillier,9782940718207; 2940718202,Aux Presses Inverses,demonologie; europe moyen age; manuscrits medievaux,3119,archives cantonales valais manuscrits; demonologie histoire; diable histoire; eschatologie europe moyen age; eschatologie valais suisse moyen age; manuscrits medievaux
Le Talmud par thèmes /,Gilbert Werndorfer,9782204147736; 2204147737,Les Editions du Cerf,guides pratiques,3120,guides pratiques; talmud torah judaisme
Les clés du cancer /,"Laurent, cancérologue Schwartz",9782365495790; 2365495796,Thierry Souccar éditions,cancer therapeutique; cancerologie; glucides dans lalimentation humaine,3121,cancer recherche; cancer therapeutique; glucides metabolisme
Jeune femme dans un intérieur lausannois /,Stéphanie Lugon,9782889640300; 2889640302,art & fiction,,3122,
"Sucre, l'amère vérité : [comment le sucre et les aliments industriels nous rendent gros et malades : comment sauver notre santé] /",Robert H Lustig,9782365492553; 236549255X,T Souccar,industries agroalimentaires; obesite; sucre,3123,industries agroalimentaires; nutrition risques pour la sante; obesite; sucre
"Prenons soin de nous : précis de médecine holistique pour comprendre notre corps, préserver notre santé et embellir notre vie /",Fabienne Burguière,9782828918491; 2828918491,Favre,guides pratiques; medecine holistique; medecine preventive; prevention; sante,3124,guides pratiques; medecine holistique; medecine holistique guides pratiques; prevention; sante; sante prevention
Charles Gleyre (1806-1874) : le romantique repenti /,,9782754109406; 2754109404,Hazan,catalogues dexposition,3125,catalogues dexposition; gleyre charles
Le procès de la chair : essai contre les nouveaux puritains /,David Isaac 19..- Haziza,9782246829447; 2246829445,Bernard Grasset,christianisme; corps philosophie; relations hommeanimal; relations hommesfemmes; violence,3126,corps philosophie; puritanisme; relations hommeanimal; relations hommesfemmes; violence aspect social
"Courage, croyons ! : pour en finir avec les clichés anti-religieux /",Yann Boissière,2220097897; 9782220097893,Desclée de Brouwer,france guerres de religion,3127,religions france; secularisation theologie france
Le sucre : cet ami qui vous veut du mal /,"Louise, 19..-..... Kahors",9782378830779; 2378830777,Éditions Kiwi,glucides dans lalimentation humaine; sucre; sucre industrie et commerce,3128,glucides dans lalimentation humaine; sucre industrie et commerce histoire; sucre toxicologie
Ella Maillart navigatrice : libre comme l'eau /,Carinne.... Goncerut-Bertola,9782344062319; 2344062319,Glénat,biographie; femmes marins; maillart ella,3129,biographie; femmes marins suisse 20e siecle; maillart ella
Mark Rothko /,Annie Cohen-Solal,9782330022983; 2330022980,Actes Sud,biographie; ouvrages generaux; rothko mark,3130,biographies; ouvrages generaux; rothko mark
Comme après : récit /,Matthieu Mégevand,9782330189594; 2330189591,Actes Sud,litterature francaise,3131,litterature suisse de langue francaise
Le siècle des égarés : de l'errance identitaire au sentiment de soi /,Julia de Funès,9791032914557,Éditions de l'Observatoire,identite philosophie,3132,identite philosophie
Pour une thérapie brève : le libre choix du patient comme éthique en psychothérapie /,Luc Isebaert,2865865037; 9782865865031,Ed Erès,psychotherapie,3133,psychotherapie breve relation therapeutique
Défaire le discours sexiste dans les médias /,Rose.... Lamy,9782709668507; 2709668505; 9782757896396; 2757896393,Lattès,discrimination sexuelle; lutte contre; sexisme dans les sports,3134,discrimination sexuelle; sexisme dans les medias; sexisme lutte contre
La rencontre : une philosophie /,Charles Pépin,9782370733481; 2370733489; 9922266318297,Allary Editions,relation philosophie,3135,relations humaines philosophie
Le prince et la couturière /,Jen Wang,9782355745522; 2355745528,Akileos,bandes dessinees; identite sexuelle,3136,bandes dessinees; identite sexuelle
"Oeuvres romanesques complètes / Notices, appendices, notes variantes",Jean Giono,,Gallimard,,3137,
"Le livre noir de la psychanalyse : vivre, penser et aller mieux sans Freud /",,9782352041078; 2352041074,Les Arènes,psychanalyse,3138,psychanalyse critique etudes diverses
Anéantir /,Michel Houellebecq,9782080271532; 2080271539,Flammarion,roman,3139,roman
Kinésiologie : le grand livre /,Sandra 19..-.... Zeltner,9791028525675,Leducs éditions,guides pratiques; medecines alternatives; physiologie,3140,guides pratiques; kinesiologie; medecines alternatives
Les Indispensables de l'Hypnose Elmanienne /,Brice docteur en chirurgie dentaire.... Lemaire,9798412867564; 9798811205578; 9798811373178; 9798811428281; 9798811447565,Dave Elman Hypnosis Institute France,hypnose; hypnotherapie,3141,hypnose; hypnotherapie
Le suppléant /,Harry prince....,9782213725048; 2213725047,Fayard,autobiographie; biographie,3142,autobiographie; biographie; windsor famille
"Métaphore : avec ou sans hypnose : manuel de communication métaphorique : métaphores et contes populaires, pédagogiques et thérapeutiques : selon les modèles ARTS pédagogique, thérapeutique et Ericksonien /",Michel psychothérapeute.... Kerouac,9782872931545; 2872931546,Satas,hypnotherapie; therapie narrative,3143,hypnotherapie; metaphore; therapie par le conte
Être une mère pour soi-même : devenir une femme libre et puissante /,Bethany Webster,9782221267806; 222126780X,Robert Laffont,patriarcat sociologie; psychologie; realisation de soi,3144,femmes psychologie; patriarcat sociologie; realisation de soi
Je suis toujours vivant /,Roberto Saviano,9782075096966; 2075096961,Gallimard Steinkis,,3145,
Histoire mondiale des riches /,Fabrice d' Almeida,9782259311649; 2259311644,Plon,classes sociales; enquetes; richesse,3146,classes sociales; enquetes; riches; richesse
Transformation /,Catherine Barry,9782889535941; 2889535940,Éditions Jouvence,affirmation de soi; guides pratiques; hypnose,3147,affirmation de soi; guides pratiques; hypnose meditation
Vos parents ne sont plus vos parents : les clés pour réajuster la relation avec ses parents à l'âge adulte /,Marie-France Ballet de Coquereaumont,9782212572087; 2212572085,Eyrolles,enfants psychologie; parents et enfants,3148,enfants adultes psychologie; parents et enfants adultes
